pitcher,pitch_type,n,naive_in,inferred_in
Antoine Kelly,FF,1,8.19789221676512,13.547971699435715
Antoine Kelly,SI,9,12.62376620269687,13.967218178993747
Antoine Kelly,SL,7,10.944437574864015,9.78436756994528
Antonio Senzatela,ALL,825,10.385671632695955,8.92198903180484
Antonio Senzatela,CH,48,15.18549279470172,9.848690413120671
Antonio Senzatela,CU,76,16.176223068171147,12.2522994508427
Antonio Senzatela,FC,254,9.834140566455646,8.869491274739776
Antonio Senzatela,FF,308,9.107808330628806,8.329698129873695
Antonio Senzatela,SI,118,10.695816826096486,8.659920615266676
Antonio Senzatela,SL,21,11.743485127781764,11.104180701559471
Antwone Kelly,ALL,99,9.19903138925582,7.687909660955706
Antwone Kelly,CH,8,11.27143545001309,10.658966103551947
Antwone Kelly,FF,52,7.021624423100677,6.485427090159563
Antwone Kelly,SI,2,10.074094465826734,8.231353690794862
Antwone Kelly,SL,7,11.219376481615042,7.998704713208704
Antwone Kelly,ST,30,10.074168758076958,8.017747136277222
Aroldis Chapman,ALL,627,10.854067631840993,10.77188377207319
Aroldis Chapman,FF,231,9.576084731575223,10.058112103689318
Aroldis Chapman,FS,68,12.691859291597627,11.146112486549896
Aroldis Chapman,SI,217,11.328407180541747,10.985132548804643
Aroldis Chapman,SL,111,11.431058816459961,10.8617278680055
Austin Hedges,ALL,24,8.489587389149246,8.177374831459574
Austin Hedges,CH,10,11.393181029945419,9.61018409733471
Austin Hedges,EP,1,8.180531284421056,8.787277786788552
Austin Hedges,FA,13,8.407882466117941,7.867562404150207
Austin Voth,ALL,179,11.684814715539718,11.056516502387296
Austin Voth,CU,28,16.22712945193488,13.79180748373722
Austin Voth,FC,40,11.539125830955282,11.517331117772176
Austin Voth,FF,48,10.330963069068389,9.029731190648667
Austin Voth,FS,7,17.440847660697738,16.319413870574582
Austin Voth,SI,23,11.860208068444653,10.4823520292397
Austin Voth,ST,33,9.421090785185221,10.646131422840112
Austin Warren,ALL,552,11.096515210002298,8.970217115086513
Austin Warren,CH,6,15.3180515839656,7.38254040073353
Austin Warren,CU,50,14.499203731146551,10.09535275898652
Austin Warren,FC,7,11.389924269442076,11.486917794574381
Austin Warren,FF,88,10.492130171110016,8.86386421031833
Austin Warren,SI,137,10.186325619983375,7.923912269878302
Austin Warren,ST,264,11.207919979101689,9.460595961470606
Bailey Falter,ALL,173,12.477796181371492,12.2516896633078
Bailey Falter,CU,17,11.266053974737888,10.40602649653536
Bailey Falter,FF,98,11.565662032860835,11.01549730735216
Bailey Falter,FS,16,12.876511478740447,14.194144587130493
Bailey Falter,SI,3,27.978321966452878,23.14376344001309
Bailey Falter,SL,39,13.479265416408277,14.920651578152567
Bailey Ober,ALL,1317,9.93146609215182,8.925519097384635
Bailey Ober,CH,459,11.113432453442742,9.742218932765388
Bailey Ober,CU,22,7.288776184084552,9.205214795934154
Bailey Ober,FF,426,8.663963648674319,7.845170580649059
Bailey Ober,SI,38,7.2558775224217165,6.455871666931397
Bailey Ober,SL,210,9.30074070912659,8.39619585084747
Bailey Ober,ST,162,13.081819204121983,11.03559635662377
Beau Brieske,ALL,136,12.090855189431123,10.449062863830441
Beau Brieske,CH,17,13.67068817221123,7.9390968704945255
Beau Brieske,FF,68,12.267006248388542,10.526315555475072
Beau Brieske,SI,19,8.611901137901325,9.431766246803836
Beau Brieske,SL,32,12.845669264090652,11.973869327594342
Beck Way,ALL,355,11.359264035659123,10.455255891483295
Beck Way,CH,12,13.678328864786213,14.71009199173431
Beck Way,FC,146,10.590833320967409,9.92730027575077
Beck Way,FF,50,12.44974602016099,12.140016005026403
Beck Way,SI,88,10.666051197782242,9.93647135945103
Beck Way,ST,59,13.264894189838953,10.932245146680703
Ben Bowden,ALL,40,10.852507694023382,11.113446332525776
Ben Bowden,CH,9,10.750191896121457,11.21357211193014
Ben Bowden,CU,1,20.705334329439488,24.24335898240684
Ben Bowden,FF,28,10.852507694023382,10.824298062479706
Ben Bowden,SL,2,25.447663512026413,23.317783237692225
Ben Brown,ALL,757,11.803668093398155,10.729362659961183
Ben Brown,CH,42,13.496138624084839,12.948611864541625
Ben Brown,FF,273,9.917139900069397,9.580960717550326
Ben Brown,KC,278,13.651848122503834,11.917771842748092
Ben Brown,SI,164,10.76110370984749,9.413707372201593
Ben Casparius,ALL,88,14.219252258385595,10.354537641677668
Ben Casparius,CH,2,25.990095932795455,24.20068366924001
Ben Casparius,CU,15,13.441812189917806,11.783916520665883
Ben Casparius,FC,11,11.903885276148719,8.910540080299977
Ben Casparius,FF,34,17.158615185628932,11.202092553304958
Ben Casparius,ST,26,13.77664361856652,9.585464101065217
Ben Joyce,ALL,77,10.380798204817955,10.635698031710234
Ben Joyce,FF,46,8.884949111116963,8.549151091706186
Ben Joyce,SI,23,15.460809737055316,13.50406389335643
Ben Joyce,SL,8,13.471458519585614,12.521561267626609
Ben Peoples,ALL,194,12.533661281055956,10.938915150253614
Ben Peoples,CH,7,15.219599554655435,9.774268308283649
Ben Peoples,FF,112,11.963590591616182,10.197035801412978
Ben Peoples,SL,75,12.745393022317245,11.074710006648289
Ben Williamson,ALL,37,13.820794459916899,11.619000286491383
Ben Williamson,EP,37,13.820794459916899,11.619000286491383
Bennett Sousa,ALL,243,10.90523353392498,10.553629960594998
Bennett Sousa,FF,53,8.229380308277566,8.397250215022511
Bennett Sousa,SI,18,8.399459933131926,8.620419714295604
Bennett Sousa,SL,172,12.306649576377353,11.078330919132764
Blade Tidwell,ALL,403,11.533406840010159,10.323688103676682
Blade Tidwell,CH,22,14.524548979687367,13.785170000433828
Blade Tidwell,CU,5,17.388033642323933,11.977472977499819
Blade Tidwell,FF,133,11.319018996869259,10.215457406329506
Blade Tidwell,SI,51,11.2073953301765,9.995075422164831
Blade Tidwell,SL,41,11.533406840010159,11.156003637863975
Blade Tidwell,ST,151,10.878126630457025,10.046014058965314
Blake Snell,ALL,234,10.757404836949416,8.713542407158812
Blake Snell,CH,38,9.281900697511613,8.54965443642584
Blake Snell,CU,55,14.945066421559108,11.295071331360452
Blake Snell,FF,113,9.938553448794394,8.53279774412571
Blake Snell,SL,28,10.088253817818561,7.862407420450793
Blake Treinen,ALL,345,11.983308523774538,10.354756095219876
Blake Treinen,CH,2,21.420382042229438,17.750725856381013
Blake Treinen,FC,30,11.625372620955535,10.982306392957515
Blake Treinen,FF,41,10.874171070477598,9.22387122499977
Blake Treinen,SI,127,9.717984489477937,9.097384665895014
Blake Treinen,ST,145,13.664368304089734,10.975139675759598
Blake Weiman,ALL,128,8.87543349969194,9.189372673848618
Blake Weiman,CH,9,13.764216358082912,11.262540426255821
Blake Weiman,FF,6,12.322852976904887,11.904409362560104
Blake Weiman,SI,16,8.714620380496946,8.15519893212533
Blake Weiman,SL,38,8.427931260082733,8.544775379372087
Blake Weiman,ST,59,8.299497943335647,8.377909496543012
Blas Castaño,ALL,288,10.362180046697258,9.391800349501883
Blas Castaño,CH,31,11.613174404446841,9.202879013688355
Blas Castaño,FC,44,9.216677366517626,9.192419077433591
Blas Castaño,FF,26,10.69723355763552,10.80278255116723
Blas Castaño,SI,113,9.477358479094574,8.853566689317239
Blas Castaño,ST,74,11.286267619339355,10.048014266039587
Brad Keller,ALL,472,11.198695096326642,9.747224655037666
Brad Keller,CH,65,12.832412658542479,9.077096534446557
Brad Keller,FF,150,9.889528543780713,9.717034974372748
Brad Keller,SI,97,9.689363537903763,9.167373766507176
Brad Keller,SL,105,12.674976984748744,11.779416250338581
Brad Keller,ST,55,10.310657419471154,10.820526669894159
Brad Lord,ALL,976,10.50743348846635,9.926829359619397
Brad Lord,CH,41,12.345607569801318,10.10126645742829
Brad Lord,FF,358,10.458507100976428,10.09016729305224
Brad Lord,SI,225,9.793972406801876,8.399586003966242
Brad Lord,SL,208,11.014645679721323,10.892745827658372
Brad Lord,ST,144,11.105548818912585,10.52313023565748
Bradgley Rodriguez,ALL,833,10.421019027797605,9.874121544266325
Bradgley Rodriguez,CH,343,10.667519707209845,10.300072960961419
Bradgley Rodriguez,FF,210,9.746501995822857,9.611200445119852
Bradgley Rodriguez,SI,214,9.659832973412461,9.12556336470568
Bradgley Rodriguez,SL,66,12.550809565711074,12.267676791084174
Bradley Hanner,ALL,10,15.541666834932919,14.106932769942723
Bradley Hanner,FF,7,14.235461547738018,12.7235240621398
Bradley Hanner,SI,1,9.072737016096712,3.9821356655359534
Bradley Hanner,ST,2,22.943339194565596,20.263572375671153
Brady Basso,ALL,318,9.775350758459311,9.052308854028759
Brady Basso,CH,6,14.44054033814469,16.029700163059147
Brady Basso,CU,55,13.294797699647422,14.694305021895165
Brady Basso,FC,32,8.95506205210167,9.076469868177735
Brady Basso,FF,132,8.549438883656688,7.419589577726365
Brady Basso,SI,20,6.247029176588471,7.606737480626363
Brady Basso,SL,70,9.148317626238736,9.736665241746566
Brady Basso,ST,3,12.799149587611,14.853060080183212
Brady Singer,ALL,1757,10.198987151673789,9.161055879096148
Brady Singer,FC,124,10.136260773518746,9.968072494773926
Brady Singer,FF,44,10.64244876281576,10.0188647319957
Brady Singer,SI,875,9.2338526828643,9.262221970346824
Brady Singer,SL,439,11.459662288842296,8.486693193768183
Brady Singer,ST,275,12.728725113138836,9.676951709440875
Brandan Bidois,ALL,291,12.071187958860678,10.55081725359495
Brandan Bidois,CH,10,15.766321544983652,16.01315675071714
Brandan Bidois,FF,160,11.153521219545494,10.725688231517974
Brandan Bidois,SL,121,12.777131492283688,10.319087564195174
Brandon Eisert,ALL,524,11.960539256066571,10.098321242833055
Brandon Eisert,CH,108,13.871342826338111,10.027447133154102
Brandon Eisert,FF,197,11.637995996825477,10.188640710910528
Brandon Eisert,SI,37,9.237252554083037,9.243750879553263
Brandon Eisert,SL,182,11.867556210512188,10.158516051014782
Brandon Leibrandt,ALL,90,11.465153361814323,8.792671733537967
Brandon Leibrandt,CH,24,12.531330798905014,10.157552278467978
Brandon Leibrandt,CU,4,4.077837629693469,6.209183396856546
Brandon Leibrandt,FF,21,10.852572413058311,6.58188694951728
Brandon Leibrandt,SI,14,7.86535333240259,6.83203626826252
Brandon Leibrandt,SL,20,12.526641647662187,8.907009400277932
Brandon Leibrandt,ST,7,6.29560142621898,8.978555886221688
Brandon Pfaadt,ALL,1374,9.368864470416558,8.211094718155355
Brandon Pfaadt,CH,219,9.938725113045514,8.051874767721003
Brandon Pfaadt,CU,219,12.202792568457681,10.1914513814148
Brandon Pfaadt,FC,158,8.174646952908628,7.268236439124747
Brandon Pfaadt,FF,354,7.725275445553692,7.499015940200179
Brandon Pfaadt,SI,234,8.713743868398991,8.025648071457919
Brandon Pfaadt,ST,190,10.310523411702693,9.473532467490752
Brandon Sproat,ALL,1533,11.57192741211875,10.125555190063006
Brandon Sproat,CH,122,14.568607388872241,10.86243574702396
Brandon Sproat,CU,143,16.114890724606354,11.523078311606197
Brandon Sproat,FC,340,10.505534885805972,9.86657147543124
Brandon Sproat,FF,374,10.604241989988385,9.474313955322096
Brandon Sproat,SI,396,11.253791571658425,10.036555244197846
Brandon Sproat,ST,158,13.745443197345399,10.417864107744922
Brandon Williamson,ALL,393,11.396931191886173,10.360530612096976
Brandon Williamson,CH,90,11.549172764912038,11.852310629577904
Brandon Williamson,CU,31,11.878826696329424,9.584331418699028
Brandon Williamson,FC,101,11.656694446265348,10.415937995120734
Brandon Williamson,FF,83,9.920892459344092,10.356414504629814
Brandon Williamson,SI,45,11.844652711995082,8.093740587852583
Brandon Williamson,ST,43,11.811950066770164,9.925128916552879
Brandon Woodruff,ALL,598,11.219781592632295,9.146498788392327
Brandon Woodruff,CH,128,12.376681601851011,10.393724305806693
Brandon Woodruff,CU,27,9.719920283028516,9.773597161493292
Brandon Woodruff,FC,64,9.026166646899492,8.97704173281072
Brandon Woodruff,FF,260,11.078982610972162,8.856748065525286
Brandon Woodruff,SI,114,12.35490326768717,8.81971359258793
Brandon Woodruff,ST,5,11.887447143277873,10.01689340673612
Brandon Young,ALL,1701,11.185594422664975,9.52915857006093
Brandon Young,CU,206,12.088691009504089,11.424390748827355
Brandon Young,FF,691,10.520764258334609,9.015919958636415
Brandon Young,FS,327,12.435468218104312,11.685244972023865
Brandon Young,SI,222,11.69555844151353,8.383610254780079
Brandon Young,SL,255,9.821249467962442,8.637203954118544
Brandyn Garcia,ALL,452,10.10558837608803,9.625907819809065
Brandyn Garcia,FC,94,9.562890651287573,9.432574716670723
Brandyn Garcia,SI,221,8.828097707989382,8.567801235803044
Brandyn Garcia,ST,137,14.016850631008152,11.309276907678049
Brant Hurter,ALL,321,10.415454805643499,9.754518471591563
Brant Hurter,CH,38,12.703695353317432,9.149383323960375
Brant Hurter,FF,14,9.049570270264502,9.385175119717065
Brant Hurter,SI,185,9.341936709527305,9.240851285642789
Brant Hurter,ST,84,11.202586701974987,12.213450677387087
Braxton Ashcraft,ALL,1801,10.94562634596897,9.040007571463637
Braxton Ashcraft,CU,477,13.905338038713708,9.986746369559617
Braxton Ashcraft,FF,568,8.789950803652058,8.633852209653313
Braxton Ashcraft,FS,84,12.881857140176736,10.443303490809164
Braxton Ashcraft,SI,262,11.246762890228219,7.998846880112003
Braxton Ashcraft,SL,410,10.925037687651907,8.986188222091648
Braxton Garrett,ALL,120,13.059560916595629,13.945116797261269
Braxton Garrett,CH,16,14.931124647221795,16.633507799994923
Braxton Garrett,FF,26,10.864952846346572,8.924018455208925
Braxton Garrett,SI,33,9.53191854783066,9.74223562531051
Braxton Garrett,SL,19,19.462515924749145,17.11753010028944
