pitcher,pitch_type,n,naive_in,inferred_in
Andry Lara,SI,41,8.652810567536829,7.305956992609244
Andry Lara,SL,81,12.354780344386493,11.860145005361574
Andrés Muñoz,ALL,1009,14.24496296349498,10.415997387195912
Andrés Muñoz,CH,22,20.812466609225098,12.582519859346187
Andrés Muñoz,FF,353,10.545081604979336,9.513622217395113
Andrés Muñoz,SI,123,15.44139779824755,10.806112870957554
Andrés Muñoz,SL,511,16.81066412739808,10.903620157971849
Angel Chivilli,ALL,950,10.678569907883858,9.50672976105053
Angel Chivilli,CH,351,10.819687249387526,9.379168656535267
Angel Chivilli,FF,428,10.786439007622935,9.675757167810985
Angel Chivilli,SL,171,10.003616317692112,9.360207305768565
Angel Perdomo,ALL,58,10.788671105111163,11.307780183309795
Angel Perdomo,CH,3,10.693774406357424,6.211364638401192
Angel Perdomo,FF,38,11.078423088842381,12.165300839606463
Angel Perdomo,SL,17,11.088443061025174,8.384948183175363
Angel Zerpa,ALL,1018,10.271620517784985,9.695663510579895
Angel Zerpa,CH,37,12.710423603646499,10.307675290668387
Angel Zerpa,FF,208,10.403923445403937,9.374545215967242
Angel Zerpa,SI,439,8.97215927328624,8.579478695273412
Angel Zerpa,SL,334,12.54817807405005,11.387741202282132
Anthony Banda,ALL,1030,12.309759779694549,10.607184571255484
Anthony Banda,CH,40,12.593459265939874,10.056473846116205
Anthony Banda,FF,243,13.046350101148438,9.112687404934475
Anthony Banda,SI,235,11.789238438640993,10.12133750465226
Anthony Banda,SL,511,12.430445905005932,11.949841799624112
Anthony Banda,ST,1,13.975230609822566,16.70181115483032
Anthony Bender,ALL,743,12.829089889287243,10.05037623378503
Anthony Bender,CH,27,17.41094862223514,14.090517256243954
Anthony Bender,FF,7,14.57146039378764,10.364525548500175
Anthony Bender,SI,199,11.974481222908093,9.00337500289376
Anthony Bender,SL,170,14.47020598011159,10.725023648118489
Anthony Bender,ST,340,12.301394535500243,10.544298836813702
Anthony DeSclafani,ALL,605,10.636143991891068,9.536183239795875
Anthony DeSclafani,FF,111,8.390873808655462,8.602951286111857
Anthony DeSclafani,FS,118,15.434438991671184,10.926249029565103
Anthony DeSclafani,KC,130,11.191978696200431,11.366623189381858
Anthony DeSclafani,SI,108,8.725418350147432,8.93510446505671
Anthony DeSclafani,SL,136,9.644934209442102,8.897177713029343
Anthony DeSclafani,ST,2,12.750326129461753,15.637732039060591
Anthony Maldonado,ALL,116,14.240199293771184,11.465399979683385
Anthony Maldonado,FF,57,14.109790786903964,11.636096654916056
Anthony Maldonado,SL,59,14.92662021183153,10.66089158603571
Anthony Misiewicz,ALL,101,11.802768683167706,10.387152785371024
Anthony Misiewicz,CH,20,16.808647844881193,11.068604071988311
Anthony Misiewicz,CU,20,11.874665457339733,9.348655748725596
Anthony Misiewicz,FC,54,10.490209850440282,10.284282650367611
Anthony Misiewicz,FF,7,12.095754875191394,12.658089467374003
Anthony Molina,ALL,551,9.994706826052836,9.209250337826395
Anthony Molina,CH,104,11.773303710443026,10.322791039846217
Anthony Molina,CU,78,11.395670695884082,10.121778967171753
Anthony Molina,FC,19,10.600891543048101,10.701423237805718
Anthony Molina,FF,248,8.226906880560552,8.279547639950708
Anthony Molina,SI,26,11.762436566199884,10.302864538190207
Anthony Molina,SL,76,9.501983710104938,9.013213332724487
Anthony Seigler,ALL,9,11.007462549301936,10.235132267670147
Anthony Seigler,FA,9,11.007462549301936,10.235132267670147
Anthony Veneziano,ALL,413,12.585925447741793,10.351538428874855
Anthony Veneziano,CH,29,17.625684271107456,13.089021326462065
Anthony Veneziano,FF,124,10.088601990353343,8.917557009264678
Anthony Veneziano,SI,46,11.497783406211534,8.770026713476172
Anthony Veneziano,SL,98,14.162144031082548,10.992070404076244
Anthony Veneziano,ST,116,14.811773032167205,10.750718606787988
Antonio Senzatela,ALL,1935,9.503068054743947,8.773162645674581
Antonio Senzatela,CH,154,10.676703629180626,9.35330425070359
Antonio Senzatela,CU,288,11.805395157406787,10.961378504177091
Antonio Senzatela,FC,38,10.434621100871762,9.394028313322341
Antonio Senzatela,FF,1109,8.625823127589046,7.7831270548660765
Antonio Senzatela,SI,12,12.862265105957771,11.631161787789978
Antonio Senzatela,SL,334,10.687769646315429,9.731112688329294
Aroldis Chapman,ALL,857,10.922122087835998,10.148205857537265
Aroldis Chapman,FF,341,9.681355292421465,9.296529682250263
Aroldis Chapman,FS,99,14.828512355608304,11.474196577575523
Aroldis Chapman,SI,285,11.209897132709308,10.527114594488408
Aroldis Chapman,SL,132,11.108840982561027,10.537601518768042
Austin Cox,ALL,390,11.09726379173771,10.22765421036148
Austin Cox,CU,70,14.596084108027352,11.624685194443856
Austin Cox,FC,14,11.029277094044492,11.516339267283549
Austin Cox,FF,143,9.107190013909474,8.743373248210093
Austin Cox,FS,39,10.766742563299799,10.650384466913327
Austin Cox,SI,2,12.398226609971132,11.557434155422072
Austin Cox,SL,122,12.277552549462225,10.873198390044852
Austin Gomber,ALL,923,10.062342663665673,9.846693353582491
Austin Gomber,CH,159,9.187085626460403,9.277687120984893
Austin Gomber,FC,41,9.412311259777209,9.320381883589867
Austin Gomber,FF,317,9.50712133597325,8.547432378121425
Austin Gomber,FS,42,10.110354010918112,9.822126447543143
Austin Gomber,KC,216,10.11086289151672,10.38365081562978
Austin Gomber,SI,2,13.619697675670599,14.358179545449573
Austin Gomber,SL,146,12.774908102066275,11.27911063201067
Austin Hedges,ALL,42,15.846993629830857,12.89557000386366
Austin Hedges,EP,5,22.112818937479933,18.843529964175552
Austin Hedges,FA,37,12.587900000432356,12.28553150455515
Austin Nola,ALL,23,11.057387833024336,10.565278008597238
Austin Nola,EP,10,14.20950304049488,12.194029713151679
Austin Nola,FA,13,9.7581851194705,9.847273605023265
Austin Pope,ALL,36,12.769723222556227,8.767406677216183
Austin Pope,CU,6,2.9468782229537895,3.798841044475827
Austin Pope,FF,19,13.381594648319902,8.47857188858507
Austin Pope,SI,2,16.578503751757275,20.649890758128674
Austin Pope,SL,9,11.306225440765214,9.056241465847298
Austin Slater,ALL,2,5.473815247235389,5.956864902087279
Austin Slater,EP,2,5.473815247235389,5.956864902087279
Austin Warren,ALL,126,11.938005821951126,10.167414613454799
Austin Warren,CH,5,15.233638831822464,13.255376044352957
Austin Warren,FC,21,11.56333272342938,11.865270317286901
Austin Warren,FF,20,11.855433415010005,10.674669493919975
Austin Warren,SI,42,11.730154618420993,8.82122519421058
Austin Warren,ST,38,12.362511831967858,9.291464743239398
Bailey Falter,ALL,1873,10.39349011080785,9.87274459222954
Bailey Falter,CU,230,11.382649707869525,10.456546515615338
Bailey Falter,FF,956,10.005709327848452,9.474611911870262
Bailey Falter,FS,146,10.770778523466218,10.39300366521796
Bailey Falter,SI,183,9.328548091787317,9.404668648871661
Bailey Falter,SL,341,10.80560454849919,10.063387415965478
Bailey Falter,SV,17,13.254997863362213,11.840978532088318
Bailey Horn,ALL,222,11.912114644978928,10.75352801586972
Bailey Horn,FC,34,16.185401624105815,12.449671952941614
Bailey Horn,FF,71,11.880992090035978,9.614981779811293
Bailey Horn,SI,44,10.347535415957692,11.184949571612481
Bailey Horn,ST,73,12.166641510964467,10.73033716503786
Bailey Ober,ALL,1957,10.072583060443655,8.56749541953504
Bailey Ober,CH,544,12.7159589874699,9.543668826657125
Bailey Ober,CU,69,11.738954309702532,11.533403926832671
Bailey Ober,FF,719,8.725502933043808,7.418166915821453
Bailey Ober,SI,59,8.941632446995403,8.55589285352595
Bailey Ober,SL,350,8.709649060016362,8.47083572926784
Bailey Ober,ST,216,11.806421869265407,11.188600838758639
Beau Brieske,ALL,389,13.019169898632446,9.928701726261501
Beau Brieske,CH,97,16.798835496872936,9.146184615701637
Beau Brieske,FF,188,11.440558756249747,9.296265048311458
Beau Brieske,SI,64,12.460056732265535,10.466321400381203
Beau Brieske,SL,40,19.321904552724888,11.714503481165496
Ben Bowden,ALL,185,11.555289415657215,9.654407169736238
Ben Bowden,CH,22,12.549499845913761,9.542026743117582
Ben Bowden,CU,2,28.481195575151155,28.389003440045354
Ben Bowden,FF,108,11.480916722066517,9.414204391043373
Ben Bowden,SL,53,12.029506855854043,11.184779284418237
Ben Brown,ALL,1592,11.680423569439267,10.602836439582724
Ben Brown,CH,78,12.723077981976864,12.445465070177299
Ben Brown,FF,882,10.871914146269749,10.031253987266846
Ben Brown,KC,632,12.856888234197722,11.11343620384128
Ben Casparius,ALL,1205,12.510019603291207,10.447681706765284
Ben Casparius,CU,168,11.451296560009919,10.937564613802909
Ben Casparius,FC,256,11.21141318393019,9.595409120063088
Ben Casparius,FF,370,15.241521319444177,10.911536429529932
Ben Casparius,SI,16,12.850947042530368,9.317227399073658
Ben Casparius,ST,395,11.863934897554108,10.524006339600199
Ben Joyce,ALL,68,10.422100820322228,9.9117960410663
Ben Joyce,FF,33,10.790098575505366,10.786923405566862
Ben Joyce,SI,28,11.60607073211191,9.967585975974542
Ben Joyce,SL,7,8.531759609027288,8.33925173972338
Ben Lively,ALL,670,9.851601297072042,8.751863081415866
Ben Lively,CH,50,11.102242640755382,9.755089266304838
Ben Lively,CU,48,10.898663340462551,11.385076023063407
Ben Lively,FC,54,11.048027878237608,10.262854093220131
Ben Lively,FF,221,8.922993707998877,8.26825935816521
Ben Lively,SI,167,9.653997081272312,7.734957735507434
Ben Lively,SL,58,11.12259380244557,9.935822176496218
Ben Lively,ST,72,9.35866142836284,9.049639271815106
Bennett Sousa,ALL,682,11.331398044272742,10.420741625657751
Bennett Sousa,FC,5,11.392005056619453,13.723402420422323
Bennett Sousa,FF,277,10.807871271272148,10.221029984159276
Bennett Sousa,SI,10,12.390702848981729,7.620040577974609
Bennett Sousa,SL,390,11.630202126655888,10.643290471793296
Blade Tidwell,ALL,285,10.59990513121087,9.913375800129232
Blade Tidwell,CH,8,23.72764787211041,18.760841101986372
Blade Tidwell,CU,1,10.105255682160003,8.140081730705601
Blade Tidwell,FF,113,10.273598133427797,9.578668070138027
Blade Tidwell,SI,56,9.479298901860439,9.218407575761422
Blade Tidwell,SL,45,11.131229169606105,10.238865428658185
Blade Tidwell,ST,62,9.392906481998644,10.050518412931222
Blake Snell,ALL,1506,10.858017894599689,9.388156455767195
Blake Snell,CH,384,10.151543197305084,8.45976629146
Blake Snell,CU,315,12.23757878307105,10.739452804648717
Blake Snell,FF,597,11.065531712000153,9.30937080854801
Blake Snell,SL,210,10.455746226966504,9.178216383171627
Blake Treinen,ALL,598,12.105858633840194,9.822917292863313
Blake Treinen,FC,60,11.73360498484189,8.17672438593126
Blake Treinen,FF,79,12.298886322300147,11.322705197465918
Blake Treinen,SI,184,10.616096981345533,9.92127208441515
Blake Treinen,ST,275,13.584757809486948,9.79413612146722
Blas Castaño,ALL,45,13.471473961024541,9.568307997635378
Blas Castaño,CH,14,14.018178459563856,10.087093199128358
Blas Castaño,FC,18,10.404187353176269,7.183090987424171
Blas Castaño,FF,4,12.75286247340829,9.97353630634258
Blas Castaño,SI,3,18.036577742725967,11.904028828253141
Blas Castaño,ST,6,14.668775411345894,15.447734277330092
Bobby Miller,ALL,80,12.352850887686342,9.944334502001727
Bobby Miller,CH,9,14.143276174718883,11.687397494850856
Bobby Miller,CU,25,11.254081047559646,9.86486545746783
Bobby Miller,FF,27,16.441545836249947,9.679999808424327
Bobby Miller,SI,12,11.130284965962431,8.69967366949281
Bobby Miller,SL,7,13.677368955393973,12.41115525724239
Bowden Francis,ALL,1041,10.820212929364523,9.114283546429553
Bowden Francis,CU,152,11.718208600700102,10.939462204560213
Bowden Francis,FF,586,9.472067029091164,8.511054132718144
Bowden Francis,FS,231,13.036287691771246,9.651627171818607
Bowden Francis,SI,19,10.911129939264567,9.268375981642759
Bowden Francis,SL,53,12.892344861081083,8.741531715213727
Brad Keller,ALL,1045,10.798968438817065,10.049129106659809
Brad Keller,CH,126,11.326864880953693,9.613851261039414
Brad Keller,FF,429,10.204941358981852,9.696610644425743
Brad Keller,SI,157,10.177237749263485,10.278782784385177
Brad Keller,SL,189,11.311200741395574,10.44799101791045
Brad Keller,ST,144,12.55216614966912,10.867372218460204
Brad Lord,ALL,1942,10.745137369709209,9.454924131412454
Brad Lord,CH,253,11.074860035728888,10.346511412810273
Brad Lord,FF,946,10.285449639762986,9.243588424580643
Brad Lord,SI,346,9.752963905669379,8.50997908542829
Brad Lord,SL,393,12.29661095636308,10.84768625398555
Brad Lord,ST,3,19.601257425965837,17.23326718790441
Brad Lord,UN,1,30.217192258260507,
Bradgley Rodriguez,ALL,123,13.335756831628428,11.288120338235862
Bradgley Rodriguez,CH,30,10.981183589253568,8.297761217919977
Bradgley Rodriguez,FC,12,13.786600713291913,10.102062784021772
Bradgley Rodriguez,FF,49,11.530454511183418,10.686624689664917
Bradgley Rodriguez,SI,32,16.48101821606857,15.692708273939541
Bradley Blalock,ALL,867,10.739391066302309,10.312653788142754
Bradley Blalock,CU,115,13.97671464903457,13.620881887955377
Bradley Blalock,FC,75,9.569908088463214,9.914740883502274
Bradley Blalock,FF,412,10.04115544238551,9.774382199529056
Bradley Blalock,FS,128,10.198886549953656,9.79649463536762
Bradley Blalock,SL,137,11.62191106111021,10.732905396007201
Brady Basso,ALL,201,10.160486908667044,8.273165575252397
Brady Basso,CH,20,16.239774572298117,11.073129771353056
Brady Basso,CU,36,10.109815673891971,8.412011723899504
Brady Basso,FC,36,10.88153247635085,10.429124269180704
Brady Basso,FF,105,9.097235926802675,8.181772946879228
Brady Basso,SI,4,7.26376003339492,9.943364865211667
Brady Singer,ALL,2519,10.146347515790579,8.813654049297872
Brady Singer,FC,221,10.531008158200363,10.114127676143532
Brady Singer,FF,269,10.534043266916871,9.771494891046276
Brady Singer,SI,1009,8.176723634193575,8.19559047407043
Brady Singer,SL,742,12.062062731922413,8.941520595422158
Brady Singer,ST,278,12.331427439183702,9.025642515110361
Brandon Eisert,ALL,1123,11.266721734322797,9.294226304135224
Brandon Eisert,CH,328,11.749448381905536,9.330177171500964
Brandon Eisert,FF,358,12.529893640663794,9.664757669758336
Brandon Eisert,SI,40,15.232485685914824,9.343046663215816
Brandon Eisert,SL,397,9.601202521096145,8.850243124999446
Brandon Pfaadt,ALL,2792,9.681960896164362,8.590676913455678
Brandon Pfaadt,CH,444,11.228680213509026,8.863581112887358
Brandon Pfaadt,CU,260,13.393191324774058,9.70690494978936
Brandon Pfaadt,FC,255,7.859402970295115,8.061046740608727
Brandon Pfaadt,FF,658,9.292101169093783,8.794860593840474
Brandon Pfaadt,SI,661,9.128398349829485,7.726517648494102
Brandon Pfaadt,ST,514,9.34104041485973,9.087282767504078
Brandon Sproat,ALL,279,12.46059447077182,10.032646931037558
Brandon Sproat,CH,41,13.577590976184426,8.660595965686417
Brandon Sproat,CU,42,12.835374144193487,8.191471853872581
Brandon Sproat,FF,38,9.930861198675567,10.420115863470565
Brandon Sproat,SI,96,11.796959746028474,10.379880232408912
Brandon Sproat,SL,9,14.729846629766191,16.453423401112524
Brandon Sproat,ST,53,12.840010992109542,11.421438384361279
Brandon Waddell,ALL,446,11.17129330072255,10.110770371379676
Brandon Waddell,CH,68,14.77993855124454,10.417914370795177
Brandon Waddell,FF,96,10.607911315139503,9.526972322139294
Brandon Waddell,SI,102,9.62366381749505,9.371705637077186
Brandon Waddell,SL,79,12.344159569018329,10.37677894451605
Brandon Waddell,ST,101,12.207492098524897,11.083045022190698
Brandon Walter,ALL,775,11.160622895091695,9.377984911406829
Brandon Walter,CH,142,14.3244754401305,11.090397417402432
Brandon Walter,FC,210,9.262075157261739,8.366035318327558
Brandon Walter,FF,153,13.275959887587666,9.908670401646663
Brandon Walter,SI,97,10.38273602132749,8.321662481022697
Brandon Walter,ST,173,10.781991057417562,10.657106317769982
Brandon Woodruff,ALL,885,10.641539735134678,9.520181950153175
Brandon Woodruff,CH,159,12.984406662949503,10.83736553609079
Brandon Woodruff,CU,35,14.061112874570217,12.2708501751545
Brandon Woodruff,FC,143,8.190213463659466,8.301414633960416
Brandon Woodruff,FF,265,10.142469635003277,8.891232760228762
Brandon Woodruff,SI,273,10.964861497119974,10.015080130101751
Brandon Woodruff,ST,10,15.87087507054343,12.863180227281596
Brandon Young,ALL,813,10.179570036786686,9.26284718776797
Brandon Young,CH,36,10.984787035794325,11.162113399957267
Brandon Young,CU,130,10.65769912091319,10.92094401372836
Brandon Young,FC,82,10.352861847201623,11.03416063082182
Brandon Young,FF,356,10.041742575994107,8.37310282037076
Brandon Young,FS,152,9.741596545962047,8.528761579346334
Brandon Young,SL,57,9.195230040171266,8.954502288543853
Brandyn Garcia,ALL,260,11.822128380527696,11.053597411803171
Brandyn Garcia,CH,5,18.061854984910834,17.10906875019645
Brandyn Garcia,SI,136,11.377852839439267,10.898269277377905
Brandyn Garcia,SL,40,12.986935195677638,10.382083917319875
